0 7 14 5468.75
1 7 14 5468.75
2 9 14 1757.81
3 7 12 5468.75
4 12 14 292.969
5 8 14 3125
6 8 14 3125
7 7 2 5468.75
8 7 2 5468.75
9 9 14 1757.81
10 7 6 5468.75
11 7 2 5468.75
12 10 14 976.562
13 12 14 292.969
14 7 6 5468.75
15 7 2 5468.75
16 7 10 5468.75
17 7 8 5468.75
18 7 8 5468.75
19 7 8 5468.75
20 12 14 292.969
21 7 8 5468.75
22 12 14 292.969
23 7 8 5468.75
24 7 6 5468.75
25 7 2 5468.75
26 7 4 5468.75
27 7 2 5468.75
28 7 14 5468.75
29 8 14 3125
30 7 8 5468.75
31 7 12 5468.75
32 7 2 5468.75
33 8 14 3125
34 8 14 3125
35 7 8 5468.75
36 7 2 5468.75
37 7 4 5468.75
38 7 14 5468.75
39 7 2 5468.75
40 8 14 3125
41 8 14 3125
42 7 2 5468.75
43 9 14 1757.81
44 7 4 5468.75
45 7 14 5468.75
46 12 14 292.969
47 8 14 3125
48 7 12 5468.75
49 7 6 5468.75
