0 7 14 5468.75
1 11 14 537.109
2 9 14 1757.81
3 7 14 5468.75
4 12 14 292.969
5 10 14 976.562
6 10 14 976.562
7 9 14 1757.81
8 12 14 292.969
9 7 4 5468.75
10 12 14 292.969
11 12 14 292.969
12 7 12 5468.75
13 9 14 1757.81
14 12 14 292.969
15 8 14 3125
16 7 2 5468.75
17 7 2 5468.75
18 7 12 5468.75
19 7 2 5468.75
20 7 2 5468.75
21 7 8 5468.75
22 7 2 5468.75
23 7 8 5468.75
24 7 4 5468.75
25 7 8 5468.75
26 7 14 5468.75
27 12 14 292.969
28 10 14 976.562
29 12 14 292.969
30 9 14 1757.81
31 12 14 292.969
32 12 14 292.969
33 12 14 292.969
34 11 14 537.109
35 7 10 5468.75
36 7 8 5468.75
37 12 14 292.969
38 8 14 3125
39 7 14 5468.75
40 12 14 292.969
41 7 8 5468.75
42 7 12 5468.75
43 7 2 5468.75
44 7 4 5468.75
45 7 14 5468.75
46 8 14 3125
47 7 10 5468.75
48 7 10 5468.75
49 12 14 292.969
