0 7 14 5468.75
1 7 2 5468.75
2 7 2 5468.75
3 7 12 5468.75
4 12 14 292.969
5 8 14 3125
6 7 6 5468.75
7 9 14 1757.81
8 7 2 5468.75
9 8 14 3125
10 7 6 5468.75
11 7 4 5468.75
12 7 14 5468.75
13 9 14 1757.81
14 12 14 292.969
15 7 12 5468.75
16 10 14 976.562
17 9 14 1757.81
18 7 14 5468.75
19 8 14 3125
20 12 14 292.969
21 12 14 292.969
22 10 14 976.562
23 8 14 3125
24 8 14 3125
25 7 2 5468.75
26 9 14 1757.81
27 7 6 5468.75
28 7 12 5468.75
29 7 2 5468.75
30 8 14 3125
31 7 8 5468.75
32 7 14 5468.75
33 7 8 5468.75
34 7 14 5468.75
35 7 10 5468.75
36 8 14 3125
37 7 2 5468.75
38 7 10 5468.75
39 7 2 5468.75
40 7 8 5468.75
41 7 12 5468.75
42 10 14 976.562
43 9 14 1757.81
44 7 10 5468.75
45 9 14 1757.81
46 7 8 5468.75
47 7 12 5468.75
48 7 2 5468.75
49 7 2 5468.75
