0 7 14 5468.75
1 12 14 292.969
2 12 14 292.969
3 12 14 292.969
4 7 14 5468.75
5 7 10 5468.75
6 7 8 5468.75
7 12 14 292.969
8 8 14 3125
9 12 14 292.969
10 12 14 292.969
11 12 14 292.969
12 7 2 5468.75
13 9 14 1757.81
14 7 2 5468.75
15 7 2 5468.75
16 7 2 5468.75
17 7 12 5468.75
18 7 2 5468.75
19 7 2 5468.75
20 12 14 292.969
21 7 2 5468.75
22 7 2 5468.75
23 7 2 5468.75
24 7 4 5468.75
25 7 2 5468.75
26 9 14 1757.81
27 8 14 3125
28 7 12 5468.75
29 7 10 5468.75
30 7 2 5468.75
31 7 2 5468.75
32 7 12 5468.75
33 12 14 292.969
34 7 2 5468.75
35 7 12 5468.75
36 7 12 5468.75
37 7 12 5468.75
38 7 6 5468.75
39 7 12 5468.75
40 7 2 5468.75
41 8 14 3125
42 7 2 5468.75
43 7 10 5468.75
44 7 14 5468.75
45 7 2 5468.75
46 8 14 3125
47 7 6 5468.75
48 7 2 5468.75
49 8 14 3125
