0 7 14 5468.75
1 7 14 5468.75
2 7 14 5468.75
3 12 14 292.969
4 12 14 292.969
5 7 14 5468.75
6 7 6 5468.75
7 7 10 5468.75
8 9 14 1757.81
9 7 2 5468.75
10 7 4 5468.75
11 12 14 292.969
12 12 14 292.969
13 7 2 5468.75
14 12 14 292.969
15 12 14 292.969
16 12 14 292.969
17 7 2 5468.75
18 12 14 292.969
19 7 2 5468.75
20 7 12 5468.75
21 7 14 5468.75
22 7 8 5468.75
23 7 14 5468.75
24 7 10 5468.75
25 7 10 5468.75
26 7 8 5468.75
27 7 12 5468.75
28 7 2 5468.75
29 12 14 292.969
30 8 14 3125
31 10 14 976.562
32 12 14 292.969
33 8 14 3125
34 7 6 5468.75
35 7 2 5468.75
36 7 8 5468.75
37 7 10 5468.75
38 7 14 5468.75
39 7 2 5468.75
40 7 4 5468.75
41 7 8 5468.75
42 7 2 5468.75
43 12 14 292.969
44 7 14 5468.75
45 7 6 5468.75
46 7 2 5468.75
47 12 14 292.969
48 9 14 1757.81
49 9 14 1757.81
50 9 14 1757.81
51 7 2 5468.75
52 7 2 5468.75
53 7 6 5468.75
54 8 14 3125
55 8 14 3125
56 7 12 5468.75
57 7 2 5468.75
58 7 4 5468.75
59 7 2 5468.75
