0 7 14 5468.75
1 7 2 5468.75
2 7 6 5468.75
3 8 14 3125
4 7 14 5468.75
5 9 14 1757.81
6 7 14 5468.75
7 9 14 1757.81
8 12 14 292.969
9 12 14 292.969
10 12 14 292.969
11 9 14 1757.81
12 12 14 292.969
13 12 14 292.969
14 12 14 292.969
15 12 14 292.969
16 7 14 5468.75
17 7 2 5468.75
18 12 14 292.969
19 12 14 292.969
20 12 14 292.969
21 10 14 976.562
22 12 14 292.969
23 12 14 292.969
24 12 14 292.969
25 9 14 1757.81
26 11 14 537.109
27 7 10 5468.75
28 12 14 292.969
29 9 14 1757.81
30 8 14 3125
31 7 14 5468.75
32 12 14 292.969
33 12 14 292.969
34 10 14 976.562
35 12 14 292.969
36 10 14 976.562
37 12 14 292.969
38 8 14 3125
39 12 14 292.969
40 8 14 3125
41 12 14 292.969
42 12 14 292.969
43 12 14 292.969
44 12 14 292.969
45 10 14 976.562
46 12 14 292.969
47 7 14 5468.75
48 7 2 5468.75
49 10 14 976.562
50 9 14 1757.81
51 12 14 292.969
52 7 2 5468.75
53 7 8 5468.75
54 7 2 5468.75
55 7 10 5468.75
56 7 2 5468.75
57 7 10 5468.75
58 7 2 5468.75
59 12 14 292.969
