24 60 655 145 163 12 311 24 
24 61 655 226 152 19 227 31 
24 62 655 183 158 15 288 11 
24 63 655 181 169 21 254 30 
24 64 655 145 169 18 300 23 
24 65 655 159 174 17 291 14 
24 66 655 142 173 22 298 20 
24 67 655 198 149 15 269 24 
24 68 655 128 171 21 308 27 
24 69 655 176 172 21 261 25 
24 70 655 199 158 23 259 16 
24 71 655 154 185 22 275 19 
24 72 655 115 175 18 326 21 
24 73 655 136 156 14 313 36 
24 74 655 118 132 11 375 19 
24 75 655 146 148 18 317 26 
24 76 655 168 155 19 295 18 
24 77 655 109 104 6 418 18 
24 78 655 138 157 16 324 20 
