17 50 610 187 142 3 262 16 
17 51 610 126 125 2 337 20 
17 52 610 150 129 2 306 23 
17 53 610 191 130 2 273 14 
17 54 610 185 125 2 284 14 
17 55 610 105 104 1 386 14 
17 56 610 143 114 2 336 15 
17 57 610 170 135 2 284 19 
17 58 610 172 136 1 273 28 
17 59 610 156 146 3 289 16 
17 60 610 127 137 2 326 18 
17 61 610 161 112 3 326 8 
17 62 610 74 133 3 383 17 
17 63 610 151 154 3 289 13 
17 64 610 187 117 3 291 12 
17 65 610 89 85 2 423 11 
17 66 610 80 123 4 399 4 
17 67 610 124 102 3 377 4 
17 68 610 172 142 3 278 15 
17 69 610 122 129 3 344 12 
17 70 610 113 134 3 345 15 
17 71 610 103 153 3 347 4 
17 72 610 89 153 2 352 14 
17 73 610 137 140 3 322 8 
17 74 610 137 143 3 322 5 
17 75 610 109 143 3 348 7 
