33 60 689 112 66 0 489 22 
33 61 689 130 64 0 480 15 
33 62 689 112 139 1 403 34 
33 63 689 114 55 0 505 15 
33 64 689 131 103 0 441 14 
33 65 689 162 122 0 382 23 
33 66 689 160 162 10 348 9 
33 67 689 166 131 2 382 8 
33 68 689 146 98 2 435 8 
33 69 689 120 135 3 416 15 
33 70 689 104 109 2 456 18 
33 71 689 162 115 1 392 19 
33 72 689 126 115 4 435 9 
33 73 689 122 103 0 446 18 
33 74 689 184 178 10 313 4 
33 75 689 127 112 2 442 6 
33 76 689 136 137 7 401 8 
33 77 689 102 149 10 416 12 
33 78 689 100 155 6 419 9 
33 79 689 117 181 9 370 12 
33 80 689 83 184 14 395 13 
33 81 689 138 111 0 429 11 
33 82 689 153 136 3 385 12 
33 83 689 129 75 0 466 19 
33 84 689 154 160 8 348 19 
