46 50 560 181 145 0 207 27 
46 51 560 176 139 0 222 23 
46 52 560 166 137 1 231 25 
46 53 560 128 133 1 274 24 
46 54 560 111 134 0 290 25 
46 55 560 136 125 0 275 24 
46 56 560 131 150 1 258 20 
46 57 560 145 130 0 273 12 
46 58 560 109 137 1 289 24 
46 59 560 155 152 2 240 11 
46 60 560 178 143 0 218 21 
46 61 560 142 129 2 264 23 
46 62 560 95 107 0 345 13 
46 63 560 75 90 0 390 5 
46 64 560 75 129 1 347 8 
46 65 560 89 100 0 366 5 
46 66 560 107 111 0 339 3 
46 67 560 127 151 1 277 4 
46 68 560 170 139 0 235 16 
46 69 560 105 145 1 295 14 
