2 60 732 193 113 1 390 35 
2 61 732 189 139 9 351 44 
2 62 732 158 94 0 454 26 
2 63 732 187 108 2 428 7 
2 64 732 171 163 9 375 14 
2 65 732 151 161 9 393 18 
2 66 732 172 117 2 409 32 
2 67 732 145 162 10 403 12 
2 68 732 161 156 10 389 16 
2 69 732 198 155 6 353 20 
2 70 732 155 73 2 489 13 
2 71 732 100 143 3 470 16 
2 72 732 135 138 2 446 11 
2 73 732 144 146 4 425 13 
2 74 732 110 151 7 443 21 
2 75 732 138 105 1 477 11 
2 76 732 59 92 0 574 7 
2 77 732 198 147 6 369 12 
2 78 732 76 105 1 541 9 
2 79 732 113 139 9 466 5 
2 80 732 115 175 11 425 6 
2 81 732 109 179 6 432 6 
2 82 732 137 169 10 397 19 
2 83 732 121 178 8 412 13 
2 84 732 160 179 7 380 6 
2 85 732 126 168 8 417 13 
