41 60 628 195 172 15 204 42 
41 61 628 181 175 15 217 40 
41 62 628 196 178 15 209 30 
41 63 628 191 182 15 206 34 
41 64 628 165 193 12 236 22 
41 65 628 156 184 15 244 29 
41 66 628 120 169 10 295 34 
41 67 628 88 198 15 299 28 
41 68 628 174 185 16 221 32 
41 69 628 84 144 3 378 19 
41 70 628 130 187 12 269 30 
41 71 628 81 121 0 408 18 
41 72 628 127 188 13 263 37 
41 73 628 98 196 13 304 17 
41 74 628 87 198 13 305 25 
41 75 628 149 206 12 246 15 
41 76 628 128 198 14 267 21 
41 77 628 140 177 14 262 35 
