18 60 653 126 141 39 318 29 
18 61 653 142 123 20 338 30 
18 62 653 133 109 13 376 22 
18 63 653 140 140 23 341 9 
18 64 653 123 160 28 314 28 
18 65 653 130 172 37 295 19 
18 66 653 191 148 21 275 18 
18 67 653 182 109 15 335 12 
18 68 653 166 148 21 304 14 
18 69 653 137 179 30 290 17 
18 70 653 137 144 37 313 22 
18 71 653 117 155 27 336 18 
18 72 653 147 136 23 341 6 
18 73 653 128 65 0 443 17 
18 74 653 100 57 0 484 12 
18 75 653 109 102 22 412 8 
18 76 653 104 167 27 353 2 
18 77 653 89 120 15 409 20 
18 78 653 149 172 27 297 8 
18 79 653 102 155 28 342 26 
18 80 653 117 170 36 308 22 
18 81 653 145 107 13 385 3 
