43 60 672 190 169 9 271 33 
43 61 672 179 176 11 251 55 
43 62 672 195 160 10 264 43 
43 63 672 162 178 8 285 39 
43 64 672 120 181 4 348 19 
43 65 672 106 202 11 337 16 
43 66 672 116 160 3 371 22 
43 67 672 111 183 6 362 10 
43 68 672 104 77 0 487 4 
43 69 672 108 170 5 379 10 
43 70 672 93 202 10 342 25 
43 71 672 85 182 8 365 32 
43 72 672 54 156 3 449 10 
43 73 672 119 190 5 331 27 
43 74 672 77 51 0 539 5 
43 75 672 107 164 2 388 11 
43 76 672 92 139 2 432 7 
43 77 672 128 170 3 366 5 
43 78 672 118 135 1 407 11 
43 79 672 79 79 0 509 5 
43 80 672 85 206 9 361 11 
43 81 672 93 207 8 350 14 
43 82 672 105 174 4 376 13 
43 83 672 68 213 4 377 10 
43 84 672 98 209 9 342 14 
43 85 672 76 205 5 371 15 
