6 40 0.169731 0.498446 0.328715
5 40 9.94885 10.2776 0.328714
16 40 10.0059 10.1805 0.174601
3 40 9.65283 9.82743 0.174599
33 0 449.098 0 -449.098
28 0 0.362159 0 -0.362159
30 42 0.622605 1.23906 0.616456
25 0 1.01975 0 -1.01975
4 40 1041.8 1042.41 0.616456
18 40 1045.34 1045.67 0.328714
11 40 2.06511 2.68156 0.616455
1 40 1.76375 2.38021 0.616459
8 40 2.35874 2.68745 0.328714
7 40 1003.14 1003.75 0.616461
23 40 553.086 553.261 0.174602
5 40 693.324 693.653 0.328714
12 40 563.479 563.808 0.328715
6 40 488.295 488.624 0.328715
16 40 430.006 430.18 0.174601
18 40 4.00347 4.33218 0.328714
6 40 553.379 553.707 0.328715
35 42 442.539 443.156 0.61646
4 40 4.31306 4.92952 0.616456
18 40 589.754 590.083 0.328714
34 41 455.109 455.726 0.61646
13 40 430.801 431.13 0.328712
32 42 888.919 889.248 0.328713
6 40 716.087 716.416 0.328715
25 0 489.247 0 -489.247
0 40 4.7473 5.36376 0.616457
21 40 5.90997 6.08457 0.174601
2 40 5.72514 6.3416 0.616458
39 40 6.01035 6.18495 0.174602
11 40 673.377 673.993 0.616455
28 42 671.674 672.29 0.616463
12 40 888.896 889.225 0.328715
9 40 699.223 699.552 0.32871
20 40 576.854 577.47 0.616454
13 40 7.75889 8.0876 0.328712
24 40 6.70565 7.03436 0.328709
32 42 726.21 726.539 0.328713
16 40 550.006 550.18 0.174601
13 40 560.968 561.296 0.328712
10 40 7.75434 8.3708 0.61646
31 42 8.97683 9.30554 0.32871
19 40 815.675 816.292 0.616454
14 40 8.42856 9.04502 0.616458
23 40 463.086 463.261 0.174602
38 41 10.1555 10.3301 0.1746
16 40 1000.01 1000.18 0.174601
12 40 10.2703 10.599 0.328715
39 40 786.01 786.185 0.174602
32 42 10.2932 10.6219 0.328713
34 41 699.223 699.839 0.61646
1 40 551.019 551.635 0.616459
17 40 449.023 449.352 0.328714
5 40 1116.37 1116.7 0.328714
22 40 14.2525 14.5812 0.32871
23 40 13.0862 13.2608 0.174602
7 40 575.937 576.554 0.616461
9 40 15.8472 16.1759 0.32871
7 0 453.881 0 -453.881
35 42 15.341 15.9574 0.61646
29 42 17.1423 17.7588 0.616455
5 40 498.074 498.403 0.328714
22 40 795.253 795.582 0.32871
27 42 21.8591 22.4756 0.616464
15 40 21.3263 21.9427 0.616454
10 40 495.981 496.598 0.61646
33 0 21.8999 0 -21.8999
13 40 495.884 496.213 0.328712
2 40 616.009 616.625 0.616458
21 40 485.91 486.085 0.174601
3 40 429.653 429.827 0.174599
10 40 557.01 557.626 0.61646
26 42 26.1806 26.7971 0.616462
19 40 22.3065 22.923 0.616454
31 42 920.144 920.473 0.32871
13 40 723.676 724.005 0.328712
17 40 25.9811 26.3098 0.328714
7 0 26.6822 0 -26.6822
16 40 1090.01 1090.18 0.174601
21 40 905.91 906.085 0.174601
37 42 456.958 457.575 0.616458
36 0 27.0726 0 -27.0726
2 40 554.98 555.597 0.616458
18 40 557.212 557.541 0.328714
5 40 465.533 465.861 0.328714
18 40 622.296 622.624 0.328714
20 40 27.5988 28.2152 0.616454
34 41 27.9107 28.5272 0.61646
21 40 785.91 786.085 0.174601
9 40 438.889 439.218 0.32871
37 42 29.7598 30.3763 0.616458
6 40 32.7114 33.0401 0.328715
28 42 488.589 489.205 0.616463
26 42 453.379 453.996 0.616462
8 40 34.9004 35.2292 0.328714
0 40 615.031 615.647 0.616457
8 40 490.484 490.813 0.328714
11 40 490.292 490.908 0.616455
1 40 673.076 673.692 0.616459
18 40 36.5452 36.8739 0.328714
21 0 35.91 0 -35.91
15 40 570.581 571.198 0.616454
23 40 493.086 493.261 0.174602
3 40 999.653 999.827 0.174599
39 0 36.0104 0 -36.0104
38 41 670.156 670.33 0.1746
8 40 620.651 620.98 0.328714
18 40 492.129 492.458 0.328714
24 40 39.2474 39.5761 0.328709
9 40 894.473 894.802 0.32871
30 42 671.934 672.551 0.616456
21 0 545.91 0 -545.91
13 40 40.3006 40.6293 0.328712
31 42 41.5185 41.8472 0.32871
29 42 688.454 689.071 0.616455
11 40 917.49 918.107 0.616455
31 42 464.561 464.889 0.32871
5 40 42.4905 42.8193 0.328714
35 42 686.653 687.269 0.61646
16 40 40.0059 40.1805 0.174601
3 40 39.6528 39.8274 0.174599
38 41 40.1555 40.3301 0.1746
38 41 460.156 460.33 0.1746
13 40 463.343 463.671 0.328712
38 41 760.156 760.33 0.1746
12 40 433.312 433.641 0.328715
32 42 42.8349 43.1636 0.328713
12 40 42.812 43.1407 0.328715
34 40 577.166 577.782 0.616459
16 40 460.006 460.18 0.174601
35 42 564.596 565.213 0.61646
23 40 43.0862 43.2608 0.174602
24 40 494.831 495.16 0.328709
11 40 612.349 612.965 0.616455
4 40 492.54 493.156 0.616456
0 40 492.974 493.591 0.616457
37 42 579.015 579.631 0.616458
28 42 549.617 550.234 0.616463
22 40 46.7942 47.1229 0.32871
9 40 48.3889 48.7176 0.32871
8 40 457.942 458.271 0.328714
8 40 588.109 588.438 0.328714
33 0 693.212 0 -693.212
17 40 58.5228 58.8515 0.328714
8 40 1011.15 1011.48 0.328714
6 40 65.2531 65.5818 0.328715
28 42 61.3905 62.007 0.616463
30 42 61.651 62.2674 0.616456
25 0 62.0481 0 -62.0481
31 42 432.019 432.348 0.32871
1 0 62.7921 0 -62.7921
22 40 469.836 470.165 0.32871
38 41 430.156 430.33 0.1746
18 40 69.0869 69.4156 0.328714
11 40 63.0935 63.7099 0.616455
25 0 672.332 0 -672.332
4 40 65.3414 65.9579 0.616456
8 40 67.4421 67.7708 0.328714
32 42 791.294 791.623 0.328713
32 42 465.877 466.206 0.328713
0 0 65.7757 0 -65.7757
38 41 490.156 490.33 0.1746
14 40 496.655 497.272 0.616458
14 40 557.684 558.3 0.616458
25 0 550.275 0 -550.275
21 40 65.91 66.0846 0.174601
2 40 493.952 494.568 0.616458
24 40 917.873 918.202 0.328709
12 40 596.021 596.35 0.328715
29 42 444.341 444.957 0.616455
21 0 455.91 0 -455.91
16 40 580.006 580.18 0.174601
16 40 490.006 490.18 0.174601
2 40 66.7535 67.37 0.616458
39 0 606.01 0 -606.01
31 42 74.0602 74.3889 0.32871
24 40 71.789 72.1178 0.328709
1 40 917.189 917.805 0.616459
11 40 795.434 796.05 0.616455
5 40 725.866 726.195 0.328714
39 40 66.0104 66.185 0.174602
5 40 432.991 433.32 0.328714
13 40 72.8423 73.171 0.328712
10 40 68.7827 69.3992 0.61646
38 41 550.156 550.33 0.1746
24 40 462.289 462.618 0.328709
14 40 69.4569 70.0734 0.616458
19 40 449.505 450.121 0.616454
3 40 69.6528 69.8274 0.174599
36 0 698.384 0 -698.384
32 42 563.502 563.831 0.328713
13 40 691.135 691.463 0.328712
9 40 471.431 471.76 0.32871
16 40 70.0059 70.1805 0.174601
5 40 75.0322 75.361 0.328714
29 42 932.568 933.184 0.616455
12 40 465.854 466.183 0.328715
12 40 75.3537 75.6824 0.328715
32 42 75.3766 75.7053 0.328713
24 40 787.706 788.035 0.328709
14 40 435.627 436.243 0.616458
38 41 70.1555 70.3301 0.1746
1 40 612.047 612.664 0.616459
25 0 611.303 0 -611.303
23 40 73.0862 73.2608 0.174602
5 40 888.575 888.903 0.328714
14 40 923.854 924.47 0.616458
20 40 454.797 455.414 0.616454
5 40 563.158 563.486 0.328714
22 40 79.3359 79.6646 0.32871
15 40 936.752 937.368 0.616454
19 40 571.562 572.178 0.616454
35 42 76.3693 76.9858 0.61646
39 0 456.01 0 -456.01
39 40 486.01 486.185 0.174602
28 42 610.646 611.262 0.616463
1 0 489.991 0 -489.991
3 40 549.653 549.827 0.174599
33 0 82.9282 0 -82.9282
22 40 437.295 437.623 0.32871
9 40 80.9306 81.2593 0.32871
29 42 78.1707 78.7871 0.616455
12 40 693.646 693.975 0.328715
24 40 559.914 560.243 0.328709
32 42 596.044 596.372 0.328713
37 42 701.072 701.688 0.616458
17 40 481.565 481.894 0.328714
19 40 83.3349 83.9513 0.616454
0 0 676.059 0 -676.059
28 42 793.731 794.347 0.616463
