0 10 14
1 10 14
2 10 14
7 7 14
15 8 14
19 10 12
22 7 2
26 10 14
31 10 14
32 10 14
34 10 14
36 10 12
37 10 14
40 10 12
42 10 14
44 9 14
45 10 14
49 10 14
58 10 12
3 7 12
9 7 2
17 7 6
25 8 14
27 9 12
28 9 14
30 10 14
38 10 14
39 10 14
41 10 14
43 10 12
48 8 14
50 10 14
51 10 14
56 10 14
57 10 14
11 10 14
12 10 12
16 9 14
18 10 14
20 10 14
21 9 14
23 7 2
35 7 6
52 10 14
53 10 14
54 9 14
55 10 14
59 9 14
4 10 14
5 8 12
6 8 14
8 10 14
10 10 12
13 10 14
14 7 14
24 9 12
29 9 14
33 7 14
46 9 14
47 8 14
