4 9 14
8 9 14
11 9 14
18 9 14
22 10 12
23 9 14
24 8 14
28 10 14
41 10 14
43 10 14
47 10 14
50 10 14
52 8 14
53 8 14
57 10 14
30 10 14
31 9 14
36 9 14
38 9 14
39 10 14
40 9 14
42 10 14
49 10 14
54 10 14
0 10 14
1 10 14
2 10 14
10 10 14
12 10 14
13 10 14
15 10 14
16 9 14
19 9 14
20 9 14
21 10 14
26 10 14
27 10 14
29 10 14
48 10 14
51 7 12
55 7 12
3 10 12
5 9 14
6 10 12
7 10 14
9 10 14
14 10 14
17 10 14
25 10 14
32 10 14
33 10 14
34 10 14
35 10 14
37 10 14
44 10 14
45 10 14
46 10 14
56 10 14
58 9 12
59 10 14
