2 7 10
15 9 12
16 8 14
19 10 12
21 10 12
26 9 14
27 9 14
38 10 12
41 8 14
43 10 14
47 10 14
48 10 14
56 9 14
59 10 12
6 7 12
33 10 14
34 10 14
39 9 14
40 8 14
52 9 14
58 9 14
0 9 14
1 9 14
3 10 14
4 9 14
8 10 12
9 9 14
10 10 14
11 10 14
12 10 14
13 10 14
14 9 14
18 10 14
20 10 14
22 10 14
23 10 14
24 9 14
28 9 12
29 10 14
30 10 12
31 9 14
35 9 14
36 10 12
37 10 14
42 9 12
49 10 14
50 10 12
51 10 14
55 10 12
5 10 14
7 10 14
17 7 10
25 7 6
32 9 12
44 10 12
45 10 14
46 10 14
53 10 14
54 10 12
57 10 14
