6875 6875 30
5625 8125 30
6875 8125 30
5625 6875 30
6875 5625 30
1875 8125 30
4375 8125 30
625 1875 30
5625 4375 30
5625 9375 30
8125 6875 30
1875 1875 30
4375 9375 30
8125 8125 30
625 6875 30
625 8125 30
