0 292.969 2.30196 -0.010922575244905704
1 5468.75 2.30195 0.7462245461786783
2 5468.75 1.9354028333333335 0.9140206753995116
3 292.969 2.30195 -0.010917997494905747
4 292.969 2.301963333333333 -0.010924101161572282
5 292.969 2.301963333333333 -0.010924101161572282
6 5468.75 1.9877654285714288 0.8900503883643925
7 5468.75 1.9354011666666668 0.9140214383578449
8 292.969 2.30196 -0.010922575244905704
9 292.969 2.301955 -0.010920286369905725
10 292.969 2.30196 -0.010922575244905704
11 5468.75 0.7277351928571428 1.4668607295184999
12 5468.75 1.567999266666667 1.082208843130345
13 292.969 2.30196 -0.010922575244905704
16 5468.75 0.7288372857142856 1.4663562189608212
17 5468.75 0.7762118923076924 1.4446693084275246
18 5468.75 0.7284712285714285 1.4665237907693927
19 292.969 2.30196 -0.010922575244905704
20 5468.75 0.7303006714285714 1.4656863175654642
21 292.969 2.301965 -0.010924864119905682
22 5468.75 1.8620997999999997 0.9475769714836785
23 5468.75 1.5679989833333334 1.0822089728332616
24 5468.75 0.7292029285714285 1.4661888368018927
26 292.969 2.30197 -0.01092715299490566
27 292.969 2.3019624999999997 -0.010923719682405582
28 5468.75 1.9877742857142855 0.8900463337858213
29 292.969 2.30196 -0.010922575244905704
30 292.969 2.30195 -0.010917997494905747
32 1757.81 2.020067 0.3324062264629231
33 292.969 2.30196 -0.010922575244905704
35 292.969 2.30196 -0.010922575244905704
36 292.969 2.30195 -0.010917997494905747
37 292.969 2.30196 -0.010922575244905704
38 292.969 2.30196 -0.010922575244905704
39 3125.0 1.6956045714285712 0.6809373072735305
40 976.562 1.8203885714285712 0.30952863918371937
41 1757.81 2.30196 0.20336265838792317
42 5468.75 0.7292029642857142 1.4661888204527855
43 5468.75 0.7299349142857142 1.4658537520415356
44 976.562 1.2906587999999999 0.5520256852994336
45 5468.75 1.6728494714285715 1.0342110406454639
46 292.969 2.301963333333333 -0.010924101161572282
47 3125.0 1.594547333333333 0.7271987844425782
48 1757.81 1.9730868333333331 0.35391257225875655
49 5468.75 0.7880744615384615 1.439238920797909
50 3125.0 1.6956051428571428 0.6809370456878161
51 292.969 2.30196 -0.010922575244905704
53 5468.75 1.8621001999999998 0.9475767883736784
55 292.969 2.30196 -0.010922575244905704
56 976.562 1.2906593999999998 0.5520254106344336
57 5468.75 1.477222125 1.1237643491568035
58 5468.75 0.7281013714285715 1.466693102122964
59 5468.75 0.7288327714285715 1.466358285487964
