12 50 467 87 170 9 190 11 
12 51 467 70 177 9 208 3 
12 52 467 49 63 0 355 0 
12 53 467 47 66 0 349 5 
12 54 467 97 163 5 184 18 
12 55 467 89 211 9 149 9 
12 56 467 65 213 8 172 9 
12 57 467 40 31 0 396 0 
12 58 467 121 155 4 145 42 
12 59 467 137 182 9 117 22 
12 60 467 103 195 7 149 13 
12 61 467 41 77 0 349 0 
12 62 467 139 181 5 119 23 
12 63 467 105 184 5 143 30 
12 64 467 124 183 5 142 13 
12 65 467 95 179 9 171 13 
12 66 467 85 207 9 166 0 
12 67 467 127 180 5 129 26 
12 68 467 67 213 6 166 15 
