4 40 446 50 27 0 369 0 
4 41 446 126 67 0 252 1 
4 42 446 118 62 0 247 19 
4 43 446 140 53 0 222 31 
4 44 446 75 56 0 313 2 
4 45 446 146 100 1 186 13 
4 46 446 130 106 2 191 17 
4 47 446 119 60 0 247 20 
4 48 446 96 48 0 298 4 
4 49 446 126 78 1 225 16 
4 50 446 102 118 3 219 4 
4 51 446 71 105 1 265 4 
4 52 446 100 39 0 302 5 
4 53 446 109 41 0 281 15 
4 54 446 66 59 0 318 3 
4 55 446 35 59 0 352 0 
4 56 446 125 92 1 220 8 
4 57 446 147 67 0 203 29 
4 58 446 133 34 0 257 22 
4 59 446 68 113 0 258 7 
4 60 446 136 92 1 205 12 
4 61 446 108 70 0 259 9 
4 62 446 121 106 3 204 12 
