35 40 413 87 101 2 217 6 
35 41 413 65 110 1 235 2 
35 42 413 88 87 0 234 4 
35 43 413 98 68 0 245 2 
35 44 413 128 77 1 170 37 
35 45 413 116 128 3 159 7 
35 46 413 129 108 3 150 23 
35 47 413 102 39 0 269 3 
35 48 413 128 89 2 161 33 
35 49 413 145 113 3 135 17 
35 50 413 134 112 3 154 10 
35 51 413 114 62 0 230 7 
35 52 413 132 111 2 150 18 
35 53 413 117 107 1 172 16 
35 54 413 146 104 0 153 10 
35 55 413 118 85 0 204 6 
35 56 413 100 122 2 181 8 
35 57 413 152 112 3 133 13 
35 58 413 125 125 3 151 9 
