40 50 618 26 37 0 555 0 
40 51 618 55 72 2 489 0 
40 52 618 99 118 4 397 0 
40 53 618 126 138 4 350 0 
40 54 618 112 124 5 371 6 
40 55 618 152 122 8 327 9 
40 56 618 185 113 2 300 18 
40 57 618 152 123 4 320 19 
40 58 618 48 50 0 520 0 
40 59 618 74 98 2 436 8 
40 60 618 114 140 3 354 7 
40 61 618 135 147 10 326 0 
40 62 618 130 143 8 327 10 
40 63 618 180 137 8 284 9 
40 64 618 187 132 10 282 7 
40 65 618 156 124 3 321 14 
40 66 618 45 56 0 517 0 
40 67 618 74 124 5 415 0 
40 68 618 94 158 10 351 5 
40 69 618 116 155 8 328 11 
40 70 618 151 151 10 303 3 
40 71 618 176 151 10 281 0 
40 72 618 165 141 8 286 18 
40 73 618 145 123 7 322 21 
40 74 618 59 50 0 509 0 
40 75 618 76 91 2 449 0 
40 76 618 100 144 5 369 0 
40 77 618 140 151 10 312 5 
40 78 618 150 151 8 300 9 
40 79 618 185 135 6 276 16 
40 80 618 209 130 8 249 22 
40 81 618 189 122 8 283 16 
40 82 618 53 33 0 532 0 
40 83 618 84 71 0 462 1 
40 84 618 97 91 2 412 16 
40 85 618 104 131 4 378 1 
40 86 618 112 149 5 352 0 
40 87 618 105 139 8 356 10 
40 88 618 130 138 7 333 10 
40 89 618 112 130 8 356 12 
40 90 618 50 19 0 549 0 
40 91 618 74 40 0 496 8 
40 92 618 84 73 3 454 4 
40 93 618 72 94 4 448 0 
40 94 618 59 100 4 455 0 
40 95 618 54 106 4 454 0 
40 96 618 55 110 4 445 4 
40 97 618 45 104 2 462 5 
