20 50 590 147 76 0 350 17 
20 51 590 225 99 0 252 14 
20 52 590 203 117 1 254 15 
20 53 590 150 132 1 301 6 
20 54 590 81 136 1 366 6 
20 55 590 143 89 0 350 8 
20 56 590 204 114 0 249 23 
20 57 590 244 113 0 203 30 
20 58 590 205 126 0 247 12 
20 59 590 196 138 2 244 10 
20 60 590 116 129 2 337 6 
20 61 590 92 114 0 378 6 
20 62 590 167 133 1 281 8 
20 63 590 192 136 1 249 12 
20 64 590 206 130 1 228 25 
20 65 590 217 128 1 225 19 
20 66 590 171 119 2 289 9 
20 67 590 72 129 0 385 4 
20 68 590 109 158 1 313 9 
20 69 590 151 151 2 281 5 
20 70 590 195 143 2 243 7 
20 71 590 195 131 2 255 7 
20 72 590 156 102 1 317 14 
20 73 590 72 110 0 408 0 
20 74 590 94 156 1 339 0 
20 75 590 127 154 2 302 5 
20 76 590 129 135 2 313 11 
20 77 590 128 107 1 351 3 
20 78 590 101 97 1 387 4 
20 79 590 39 55 0 496 0 
20 80 590 76 102 0 408 4 
20 81 590 94 109 1 383 3 
20 82 590 103 102 1 377 7 
20 83 590 106 91 0 382 11 
20 84 590 76 65 0 446 3 
