37 50 548 67 11 0 470 0 
37 51 548 71 106 2 363 6 
37 52 548 75 137 5 319 12 
37 53 548 89 91 1 343 24 
37 54 548 143 38 0 348 19 
37 55 548 112 162 6 254 14 
37 56 548 121 165 6 252 4 
37 57 548 152 89 1 276 30 
37 58 548 70 54 0 421 3 
37 59 548 118 169 6 253 2 
37 60 548 132 169 6 234 7 
37 61 548 147 100 1 274 26 
37 62 548 78 37 0 429 4 
37 63 548 125 130 0 279 14 
37 64 548 104 132 1 307 4 
37 65 548 98 110 0 332 8 
37 66 548 128 85 1 328 6 
37 67 548 136 134 6 259 13 
37 68 548 128 103 0 312 5 
37 69 548 144 118 3 261 22 
37 70 548 86 162 6 288 6 
37 71 548 109 166 6 260 7 
37 72 548 137 117 0 280 14 
37 73 548 157 139 6 232 14 
37 74 548 105 176 6 252 9 
