45 60 627 73 198 3 351 2 
45 61 627 87 207 3 325 5 
45 62 627 87 210 2 312 16 
45 63 627 105 212 4 301 5 
45 64 627 96 204 11 301 15 
45 65 627 80 203 11 325 8 
45 66 627 64 207 11 345 0 
45 67 627 56 188 0 383 0 
45 68 627 138 178 6 284 21 
45 69 627 155 204 7 249 12 
45 70 627 183 203 12 205 24 
45 71 627 226 201 15 171 14 
45 72 627 194 173 14 202 44 
45 73 627 149 196 15 247 20 
45 74 627 119 197 14 285 12 
45 75 627 90 189 1 341 6 
45 76 627 133 183 9 277 25 
45 77 627 169 199 13 228 18 
45 78 627 194 179 14 202 38 
45 79 627 194 192 12 184 45 
45 80 627 165 204 14 230 14 
45 81 627 135 205 14 254 19 
45 82 627 93 189 9 328 8 
45 83 627 78 208 13 316 12 
45 84 627 80 235 14 297 1 
45 85 627 109 228 15 274 1 
45 86 627 118 213 15 260 21 
45 87 627 110 230 15 264 8 
45 88 627 108 209 10 295 5 
45 89 627 87 201 0 339 0 
45 90 627 49 234 13 331 0 
45 91 627 67 235 13 312 0 
45 92 627 84 233 14 296 0 
45 93 627 87 231 14 295 0 
45 94 627 88 222 10 298 9 
45 95 627 82 209 9 327 0 
45 96 627 72 198 0 357 0 
45 97 627 38 118 5 461 5 
45 98 627 68 193 8 354 4 
45 99 627 82 224 10 305 6 
45 100 627 94 217 9 299 8 
45 101 627 95 215 9 308 0 
45 102 627 84 200 4 327 12 
45 103 627 74 152 0 400 1 
45 104 627 50 78 0 499 0 
