16 50 535 52 26 0 450 7 
16 51 535 86 125 0 323 1 
16 52 535 91 164 1 267 12 
16 53 535 98 132 1 300 4 
16 54 535 58 117 0 359 1 
16 55 535 84 179 3 267 2 
16 56 535 156 161 2 198 18 
16 57 535 145 121 1 247 21 
16 58 535 50 137 1 347 0 
16 59 535 98 163 3 264 7 
16 60 535 213 141 2 150 29 
16 61 535 169 126 0 217 23 
16 62 535 53 106 0 374 2 
16 63 535 82 130 1 320 2 
16 64 535 132 123 0 262 18 
16 65 535 106 130 0 291 8 
16 66 535 92 135 0 302 6 
16 67 535 141 154 2 216 22 
16 68 535 67 136 0 328 4 
16 69 535 170 117 1 221 26 
16 70 535 66 169 3 297 0 
16 71 535 196 142 0 172 25 
16 72 535 81 167 2 280 5 
16 73 535 89 175 2 266 3 
16 74 535 146 152 3 216 18 
16 75 535 161 151 3 192 28 
16 76 535 128 134 1 268 4 
16 77 535 96 175 2 262 0 
