4 50 544 53 50 0 437 4 
4 51 544 93 127 4 316 4 
4 52 544 108 115 1 313 7 
4 53 544 136 86 0 291 31 
4 54 544 91 81 0 367 5 
4 55 544 143 160 9 222 10 
4 56 544 89 171 9 267 8 
4 57 544 125 98 1 300 20 
4 58 544 109 76 0 358 1 
4 59 544 141 141 5 242 15 
4 60 544 81 181 9 270 3 
4 61 544 74 147 5 308 10 
4 62 544 143 56 0 335 10 
4 63 544 142 63 0 321 18 
4 64 544 79 80 0 377 8 
4 65 544 35 79 0 430 0 
4 66 544 111 143 9 264 17 
4 67 544 153 98 4 258 31 
4 68 544 159 62 1 301 21 
4 69 544 69 164 6 304 1 
4 70 544 125 111 0 294 14 
4 71 544 91 166 9 269 9 
4 72 544 84 143 4 307 6 
4 73 544 94 162 8 261 19 
4 74 544 112 174 9 245 4 
4 75 544 124 147 5 257 11 
4 76 544 119 83 0 332 10 
4 77 544 115 149 9 258 13 
4 78 544 86 150 5 290 13 
