1 527.000000 512.000000
2 559.000000 529.000000
3 545.000000 526.000000
4 542.000000 507.000000
5 501.000000 474.000000
6 568.000000 553.000000
7 545.000000 510.000000
8 491.000000 428.000000
9 544.000000 493.000000
10 553.000000 508.000000
11 479.000000 411.000000
12 479.000000 395.000000
13 558.000000 529.000000
14 604.000000 594.000000
15 530.000000 474.000000
16 502.000000 465.000000
17 549.000000 534.000000
18 506.000000 475.000000
19 505.000000 458.000000
20 554.000000 544.000000
21 503.000000 460.000000
22 513.000000 453.000000
23 545.000000 511.000000
24 557.000000 535.000000
25 525.000000 497.000000
26 547.000000 515.000000
27 396.000000 256.000000
28 505.000000 458.000000
29 469.000000 390.000000
30 551.000000 524.000000
31 509.000000 481.000000
32 547.000000 526.000000
33 592.000000 584.000000
34 485.000000 442.000000
35 529.000000 494.000000
36 393.000000 247.000000
37 543.000000 507.000000
38 550.000000 535.000000
39 431.000000 318.000000
40 534.000000 503.000000
41 475.000000 432.000000
42 550.000000 525.000000
43 522.000000 481.000000
44 502.000000 458.000000
45 497.000000 444.000000
46 506.000000 461.000000
47 502.000000 462.000000
48 509.000000 453.000000
49 534.000000 512.000000
50 449.000000 334.000000
