15 41 0.294995 2.59695 2.30195
3 41 0.500363 2.80232 2.30195
4 45 7.92152 10.2235 2.30195
37 43 9.37002 11.672 2.30196
34 44 9.64455 11.9465 2.30196
19 43 0.911222 3.21318 2.30195
22 0 1.77562 0 -1.77562
13 40 1142.9 1143 0.0975381
13 40 1082.9 1083 0.0975381
25 43 2.07833 4.38028 2.30195
37 43 1149.37 1149.47 0.097539
20 0 2.08303 0 -2.08303
10 0 1165.72 0 -1165.72
29 44 1154.74 1154.84 0.102657
7 45 1131.63 1131.72 0.0975379
21 42 2.45842 4.76037 2.30195
27 42 4.76186 7.06381 2.30195
13 40 2.90228 5.20423 2.30195
23 42 4.63512 6.93707 2.30195
11 40 6.68773 8.98968 2.30195
12 40 8.79278 11.0947 2.30195
2 40 10.6056 12.9076 2.30195
8 45 11.3634 13.6653 2.30195
28 41 11.5452 13.8471 2.30195
36 0 11.6325 0 -11.6325
33 44 12.3323 14.6342 2.30196
33 44 1151.8 1151.9 0.102659
9 45 13.5566 15.8586 2.30195
29 0 15.2691 0 -15.2691
31 44 16.0634 18.3653 2.30195
17 42 15.9762 18.2781 2.30195
0 0 1163.83 0 -1163.83
16 40 1164.26 1166.56 2.30195
30 41 21.0502 23.3522 2.30195
35 44 20.963 23.265 2.30196
7 45 21.6265 23.9284 2.30195
38 45 21.2954 23.5974 2.30196
24 43 20.5634 22.8654 2.30195
18 42 20.661 22.9629 2.30195
26 43 22.2093 24.5113 2.30195
12 40 1148.79 1148.89 0.0975372
35 44 1160.43 1160.53 0.10266
6 0 23.2805 0 -23.2805
14 0 22.9041 0 -22.9041
16 0 24.7942 0 -24.7942
5 40 26.3751 28.677 2.30195
10 40 26.2527 28.5547 2.30195
0 40 24.362 26.664 2.30196
37 43 1089.37 1089.47 0.097539
1 45 1166.98 1169.28 2.30196
1 45 1394.88 1397.18 2.30196
32 41 28.2083 30.5103 2.30195
1 0 27.5161 0 -27.5161
39 45 28.2101 30.5121 2.30196
6 0 1162.75 0 -1162.75
5 40 1136.38 1136.47 0.0975372
23 42 1114.64 1114.73 0.0975378
6 0 251.174 0 -251.174
32 41 256.102 258.404 2.30195
1 0 483.303 0 -483.303
35 0 248.856 0 -248.856
14 0 250.797 0 -250.797
5 40 254.268 256.57 2.30195
25 43 1112.08 1112.18 0.0975373
8 45 1091.36 1091.46 0.0975387
4 45 1117.92 1118.02 0.0975382
30 41 248.943 251.245 2.30195
39 43 256.103 258.405 2.30196
18 42 1160.13 1160.23 0.102658
5 40 1106.38 1106.47 0.0975372
32 41 1198.21 1198.31 0.0975387
38 0 249.189 0 -249.189
15 41 1140.29 1140.39 0.0975378
10 0 254.146 0 -254.146
32 41 483.995 486.297 2.30195
32 41 1108.21 1108.31 0.0975387
24 43 248.457 250.759 2.30195
18 42 248.554 250.856 2.30195
4 45 463.708 466.01 2.30195
23 42 1084.64 1084.73 0.0975378
21 42 1141.92 1142.03 0.102658
15 41 228.188 230.49 2.30195
3 41 228.394 230.696 2.30195
19 43 228.804 231.106 2.30195
22 42 229.669 231.971 2.30195
25 43 229.972 232.274 2.30195
20 42 229.976 232.278 2.30195
21 42 230.352 232.654 2.30195
13 40 230.796 233.097 2.30195
23 42 232.528 234.83 2.30195
27 42 232.655 234.957 2.30195
11 40 234.581 236.883 2.30195
4 45 235.815 238.117 2.30195
12 40 236.686 238.988 2.30195
37 43 237.263 239.565 2.30196
34 0 237.538 0 -237.538
2 0 238.499 0 -238.499
8 45 239.257 241.559 2.30195
28 41 239.438 241.74 2.30195
36 0 239.526 0 -239.526
33 44 240.226 242.527 2.30196
9 45 241.45 243.752 2.30195
29 44 243.162 245.464 2.30195
17 42 243.869 246.171 2.30195
31 44 243.957 246.259 2.30195
12 40 1088.79 1088.89 0.0975372
5 40 1076.38 1076.47 0.0975372
25 43 1142.08 1142.18 0.0975373
7 45 1101.63 1101.72 0.0975379
37 43 1119.37 1119.47 0.097539
26 42 250.103 252.405 2.30196
7 45 249.52 251.822 2.30195
16 40 252.687 254.989 2.30195
0 40 252.255 254.557 2.30196
13 40 1112.9 1113 0.0975381
1 0 255.409 0 -255.409
39 43 1395.57 1397.87 2.30196
10 40 1393.61 1395.91 2.30195
15 41 1080.29 1080.39 0.0975378
9 45 1123.56 1123.65 0.0975381
6 0 1390.64 0 -1390.64
32 41 1078.21 1078.31 0.0975387
24 43 1070.56 1070.66 0.0975377
31 44 1155.53 1155.71 0.184833
26 43 1161.68 1161.78 0.102658
4 45 1087.92 1088.02 0.0975382
24 43 1130.56 1130.66 0.0975377
17 42 1155.44 1155.55 0.102658
16 40 1392.15 1392.26 0.102658
5 40 1166.38 1166.47 0.0975372
19 43 1140.38 1140.48 0.102658
34 0 465.431 0 -465.431
38 0 477.082 0 -477.082
11 40 1156.32 1156.42 0.102657
3 41 1110.5 1110.6 0.0975377
38 45 1160.76 1163.06 2.30196
12 40 464.579 466.881 2.30195
30 41 476.837 479.139 2.30195
27 42 1144.23 1146.53 2.30195
0 0 708.042 0 -708.042
10 40 709.932 712.234 2.30195
12 40 1118.79 1118.89 0.0975372
26 43 477.996 480.298 2.30195
24 43 476.35 478.652 2.30195
21 42 1152.09 1152.19 0.102658
2 40 1150.07 1152.37 2.30195
32 41 939.781 939.884 0.102659
30 41 1160.52 1162.82 2.30195
9 45 469.343 471.645 2.30195
36 42 1151.1 1153.4 2.30196
8 45 467.15 469.452 2.30195
2 0 466.392 0 -466.392
23 42 1144.64 1144.73 0.0975378
11 40 1146.15 1146.26 0.102657
11 40 462.474 464.776 2.30195
28 41 467.332 469.634 2.30195
36 0 467.419 0 -467.419
17 42 471.763 474.065 2.30195
35 44 476.749 479.051 2.30196
14 40 478.691 480.993 2.30195
16 0 708.474 0 -708.474
33 44 468.119 470.421 2.30196
37 43 465.157 467.458 2.30196
31 44 471.85 474.152 2.30195
29 44 471.056 473.358 2.30195
10 0 482.039 0 -482.039
18 42 476.447 478.749 2.30195
7 45 477.413 479.715 2.30195
6 0 479.067 0 -479.067
15 41 456.081 458.383 2.30195
3 41 456.287 458.589 2.30195
19 43 456.698 459 2.30195
22 0 457.562 0 -457.562
25 43 457.865 460.167 2.30195
20 0 457.87 0 -457.87
21 42 458.245 460.547 2.30195
13 40 458.689 460.991 2.30195
23 43 460.422 462.724 2.30196
27 0 460.548 0 -460.548
28 41 1151.01 1151.11 0.102657
5 40 1196.38 1196.47 0.0975372
15 41 1110.29 1110.39 0.0975378
14 41 1162.37 1164.67 2.30196
9 45 1093.56 1093.65 0.0975381
24 43 1100.56 1100.66 0.0975377
0 0 1391.72 0 -1391.72
3 41 1140.5 1140.6 0.0975377
4 45 1147.92 1148.02 0.0975382
25 43 1082.08 1082.18 0.0975373
0 0 480.149 0 -480.149
16 40 480.581 482.883 2.30195
5 40 482.162 484.464 2.30195
