1 534.000000 514.000000
2 550.000000 517.000000
3 523.000000 493.000000
4 472.000000 422.000000
5 541.000000 507.000000
6 524.000000 482.000000
7 512.000000 464.000000
8 474.000000 409.000000
9 526.000000 486.000000
10 502.000000 448.000000
11 509.000000 467.000000
12 501.000000 457.000000
13 524.000000 500.000000
14 531.000000 510.000000
15 526.000000 486.000000
16 511.000000 471.000000
17 543.000000 518.000000
18 459.000000 417.000000
19 515.000000 473.000000
20 532.000000 500.000000
21 529.000000 492.000000
22 525.000000 481.000000
23 512.000000 468.000000
24 523.000000 485.000000
25 524.000000 482.000000
26 517.000000 470.000000
27 448.000000 376.000000
28 495.000000 446.000000
29 487.000000 440.000000
30 485.000000 441.000000
31 493.000000 456.000000
32 535.000000 511.000000
33 529.000000 506.000000
34 512.000000 470.000000
35 536.000000 499.000000
36 421.000000 315.000000
37 535.000000 493.000000
38 512.000000 482.000000
39 461.000000 406.000000
40 506.000000 480.000000
41 509.000000 470.000000
42 504.000000 462.000000
43 486.000000 449.000000
44 498.000000 459.000000
45 476.000000 404.000000
46 502.000000 435.000000
47 507.000000 479.000000
48 508.000000 472.000000
49 513.000000 485.000000
50 494.000000 418.000000
