1 1005.000000 525.000000
2 913.000000 820.000000
5 866.000000 726.000000
6 1008.000000 575.000000
12 929.000000 532.000000
14 926.000000 631.000000
16 872.000000 589.000000
18 913.000000 695.000000
19 948.000000 704.000000
20 919.000000 410.000000
21 843.000000 608.000000
22 1008.000000 731.000000
23 1015.000000 770.000000
25 1021.000000 901.000000
28 1063.000000 651.000000
30 992.000000 452.000000
32 974.000000 569.000000
34 1046.000000 769.000000
35 995.000000 795.000000
37 1018.000000 901.000000
39 973.000000 792.000000
43 989.000000 723.000000
46 1046.000000 886.000000
47 932.000000 921.000000
49 1072.000000 933.000000
51 1030.000000 927.000000
52 935.000000 493.000000
53 879.000000 551.000000
54 929.000000 601.000000
55 914.000000 597.000000
56 986.000000 783.000000
58 939.000000 304.000000
59 1050.000000 989.000000
60 1075.000000 724.000000
61 872.000000 661.000000
62 958.000000 772.000000
65 980.000000 858.000000
66 894.000000 695.000000
69 863.000000 311.000000
70 907.000000 825.000000
71 993.000000 932.000000
72 1025.000000 668.000000
73 929.000000 440.000000
74 1030.000000 521.000000
75 964.000000 525.000000
76 948.000000 693.000000
77 1056.000000 936.000000
79 948.000000 559.000000
81 961.000000 746.000000
82 1021.000000 737.000000
83 881.000000 584.000000
84 1005.000000 687.000000
85 1012.000000 691.000000
87 999.000000 809.000000
88 1025.000000 702.000000
89 986.000000 545.000000
91 993.000000 923.000000
92 958.000000 792.000000
94 917.000000 731.000000
95 1040.000000 763.000000
96 932.000000 466.000000
98 999.000000 655.000000
99 1069.000000 469.000000
100 926.000000 725.000000
